/* Columns are tab delimited. 行间分隔符为Tab键。*/
/* 序列号	双字组	频率	相互信息分值*/
1	一个	57186	4.21834619678	57186
2	什么	45946	7.66008832863	103132
3	没有	40408	5.89442863226	143540
4	自己	35411	8.22590596472	178951
5	我们	33208	4.37625854551	212159
6	他们	31875	4.56612189359	244034
7	知道	22390	7.78745189666	266424
8	起来	21237	5.37620423292	287661
9	这个	21137	3.83614462594	308798
10	时候	19493	7.78539684589	328291
11	这样	19203	5.23431393801	347494
12	怎么	17118	7.3134229469	364612
13	已经	16604	8.44503875864	381216
14	现在	16279	5.7008234155	397495
15	出来	14315	4.45046966356	411810
16	不能	13410	4.15616711186	425220
17	还是	13211	3.71041616582	438431
18	不知	12635	4.47906889549	451066
19	可以	12462	6.5032612462	463528
20	女人	12426	5.08744035395	475954
21	觉得	12157	6.77980484311	488111
22	因为	11687	7.69201986864	499798
23	你们	11659	3.84323778788	511457
24	孩子	11181	6.67365233014	522638
25	那个	10472	3.60032265087	533110
26	一点	10458	3.73000507122	543568
27	这么	10205	3.54591949363	553773
28	可是	10050	3.50801514794	563823
29	一种	10022	4.09434862349	573845
30	两个	9464	5.01869003873	583309
31	眼睛	9305	8.92403994594	592614
32	心里	9183	4.88247658457	601797
33	下来	9183	3.74121706296	610980
34	那么	8748	4.1010800871	619728
35	还有	8572	3.88535671005	628300
36	东西	8539	9.09606431132	636839
37	先生	8484	7.06310903839	645323
38	这些	8352	4.63990359531	653675
39	看见	8149	5.84774130167	661824
40	一次	8114	4.43462777021	669938
41	也没	8022	4.33921019418	677960
42	父亲	8021	8.87759393596	685981
43	地方	7942	5.53112919305	693923
44	回来	7919	4.4750277231	701842
45	生活	7884	7.01170872847	709726
46	这种	7861	4.79765273348	717587
47	过去	7586	4.49028213633	725173
48	人家	7438	3.60931634391	732611
49	母亲	7378	8.67237162638	739989
50	一切	6903	5.04369904977	746892
51	男人	6864	5.60560105592	753756
52	工作	6758	7.8861738318	760514
53	只有	6652	3.97306491296	767166
54	声音	6567	8.34175788558	773733
55	今天	6469	7.05745315345	780202
56	开始	6442	8.51681412188	786644
57	时间	6330	6.02075884618	792974
58	几个	6283	4.61296365076	799257
59	如果	6281	8.30566723547	805538
60	中国	6272	6.57274781586	811810
61	但是	6238	3.82896485889	818048
62	以后	6231	5.61776749665	824279
63	有什	6185	3.87595775522	830464
64	有些	6158	4.31014057832	836622
65	事情	6151	6.15164925348	842773
66	所以	6118	6.67732382736	848891
67	突然	6115	8.05111793214	855006
68	那些	6079	4.95902755252	861085
69	儿子	6068	3.92221135423	867153
70	一定	6039	3.91203278639	873192
71	为什	6003	5.38755740374	879195
72	问题	5992	8.8335190305	885187
73	有点	5823	4.04881924531	891010
74	许多	5820	7.32168282679	896830
75	太太	5803	7.15751573793	902633
76	告诉	5795	10.3930379261	908428
77	感到	5765	5.41528752709	914193
78	电话	5708	7.6332751741	919901
79	想到	5708	3.94883840738	925609
80	朋友	5591	11.0973095668	931200
81	坐在	5581	5.09270035098	936781
82	于是	5566	3.61608530208	942347
83	大家	5542	4.08062874026	947889
84	老师	5535	6.83523231419	953424
85	并不	5451	4.65091354323	958875
86	下去	5414	3.83701546735	964289
87	说话	5389	4.04280089075	969678
88	看到	5381	3.56720868606	975059
89	当然	5367	5.76417981683	980426
90	家里	5353	3.89705883369	985779
91	明白	5288	7.18229636152	991067
92	可能	5275	5.19194590867	996342
93	第一	5201	4.27755124368	1001543
94	一直	5182	4.02041172014	1006725
95	而且	5153	8.07760401933	1011878
96	然后	5064	5.08634956518	1016942
97	书记	5044	8.41162335518	1021986
98	应该	5043	9.26578878399	1027029
99	身上	4914	4.35336513071	1031943
100	似乎	4873	9.10938705153	1036816
101	那样	4778	4.00487263282	1041594
102	看看	4777	4.0538619318	1046371
103	喜欢	4749	9.99159114488	1051120
104	出去	4748	3.71640289574	1055868
105	脸上	4704	4.90692370176	1060572
106	最后	4689	6.47072852657	1065261
107	还没	4627	4.14008631145	1069888
108	妈妈	4593	7.89983893723	1074481
109	晚上	4554	5.65250269226	1079035
110	意思	4525	7.54704417992	1083560
111	一条	4515	4.17025666609	1088075
112	别人	4489	4.46725568479	1092564
113	姑娘	4487	9.90716099253	1097051
114	虽然	4478	7.81686919461	1101529
115	一句	4467	4.56952205411	1105996
116	学生	4453	5.57883608551	1110449
117	望着	4401	4.98794298931	1114850
118	世界	4398	10.3854364102	1119248
119	以为	4392	4.98907238182	1123640
120	好像	4369	5.45778952165	1128009
121	也许	4349	5.76241701652	1132358
122	发现	4304	6.28794935012	1136662
123	站在	4257	4.91696238825	1140919
124	给你	4237	3.97553729457	1145156
125	会儿	4196	4.67825881435	1149352
126	一块	4157	4.42804696375	1153509
127	多少	4136	6.42067772571	1157645
128	样子	4117	3.52406710449	1161762
129	感觉	4092	7.24695474619	1165854
130	女儿	4043	5.06720596347	1169897
131	第二	3982	7.8546915023	1173879
132	一阵	3931	5.12725461679	1177810
133	面前	3926	5.61969433621	1181736
134	正在	3914	3.82822584631	1185650
135	之后	3886	5.63010673239	1189536
136	爸爸	3855	9.18924386996	1193391
137	得很	3843	4.42919039942	1197234
138	二十	3841	6.73408629407	1201075
139	其实	3833	7.75240925666	1204908
140	想起	3790	4.31545212867	1208698
141	希望	3763	9.74662458637	1212461
142	一片	3735	4.27452806812	1216196
143	咱们	3723	6.51878333872	1219919
144	一般	3713	4.77507162913	1223632
145	非常	3695	8.72778303344	1227327
146	总是	3692	4.03792806163	1231019
147	完全	3661	8.03040586315	1234680
148	公司	3660	8.50626709073	1238340
149	然而	3646	5.08460532745	1241986
150	学校	3638	8.25901949336	1245624
151	忽然	3634	7.83224928195	1249258
152	个女	3609	3.52825406485	1252867
153	回去	3605	4.19777778465	1256472
154	年轻	3577	6.86163822804	1260049
155	走到	3562	3.79630525646	1263611
156	日子	3548	4.73734319222	1267159
157	所有	3533	3.99922795595	1270692
158	老板	3531	7.03985358054	1274223
159	怎样	3528	5.81117017247	1277751
160	仿佛	3527	11.757345418	1281278
161	十分	3527	6.73507603708	1284805
162	回到	3525	3.77794947476	1288330
163	不敢	3522	5.05779006316	1291852
164	让我	3512	3.51531556671	1295364
165	关系	3506	9.38694904564	1298870
166	只要	3499	4.11373362303	1302369
167	高兴	3494	8.2519849213	1305863
168	笑着	3478	3.91888184417	1309341
169	自然	3465	4.33815951622	1312806
170	回答	3449	7.63019058526	1316255
171	听见	3424	6.03976260393	1319679
172	回家	3415	4.59310705009	1323094
173	句话	3392	7.4020951164	1326486
174	几乎	3365	7.49713923901	1329851
175	女孩	3356	6.66820721735	1333207
176	终于	3355	8.2797064882	1336562
177	准备	3353	10.4751463749	1339915
178	主任	3350	8.18074853392	1343265
179	小姐	3341	6.27519004313	1346606
180	听到	3323	4.31478230351	1349929
181	衣服	3285	9.35429455336	1353214
182	甚至	3282	10.5693233234	1356496
183	需要	3279	7.59255160463	1359775
184	让他	3270	3.66128220073	1363045
185	离开	3269	7.21867773239	1366314
186	一件	3181	3.98999670018	1369495
187	情况	3169	8.48610666228	1372664
188	清楚	3145	9.45759522115	1375809
189	门口	3143	6.41825547956	1378952
190	领导	3140	10.4351194965	1382092
191	相信	3131	7.97219098459	1385223
192	同学	3095	6.09230331438	1388318
193	那种	3095	4.23029094346	1391413
194	任何	3052	8.49339781258	1394465
195	办法	3049	8.25392552951	1397514
196	手里	3042	3.72675946702	1400556
197	带着	3016	4.7742977072	1403572
198	马上	3005	4.78762919385	1406577
199	另一	2994	4.79378460892	1409571
200	口气	2988	6.22157061147	1412559
201	实在	2977	3.70936708425	1415536
202	身体	2963	7.29912843858	1418499
203	几天	2938	4.73659368211	1421437
204	同时	2936	4.61871970503	1424373
205	愿意	2934	7.81897367429	1427307
206	进来	2915	3.70392152987	1430222
207	当时	2887	4.34026545204	1433109
208	都没	2878	3.54022235486	1435987
209	发生	2869	4.72974987522	1438856
210	日本	2868	7.10034403921	1441724
211	里面	2844	3.57580257903	1444568
212	精神	2842	9.28326347751	1447410
213	丈夫	2839	10.2913360107	1450249
214	原来	2826	4.87213735	1453075
215	哪里	2819	5.29426032147	1455894
216	对于	2819	5.20265544559	1458713
217	个月	2815	4.43864176252	1461528
218	接着	2813	4.72542865366	1464341
219	社会	2805	7.31047155697	1467146
220	路上	2798	4.49841743261	1469944
221	三个	2794	3.6487824063	1472738
222	如何	2774	7.19521805041	1475512
223	或者	2770	8.92548723352	1478282
224	如此	2770	6.98693662455	1481052
225	件事	2769	6.76578866904	1483821
226	特别	2753	8.16708563348	1486574
227	房子	2752	4.66696774816	1489326
228	认为	2749	6.33676240067	1492075
229	干部	2685	7.46681775445	1494760
230	认识	2683	9.17620597251	1497443
231	出现	2679	4.43138512381	1500122
232	只能	2669	4.47048284911	1502791
233	大学	2663	4.15053544913	1505454
234	到底	2661	5.62129204692	1508115
235	北京	2659	10.4890575247	1510774
236	轻轻	2652	7.97296065724	1513426
237	它们	2650	4.89341980886	1516076
238	办公	2640	7.62803881429	1518716
239	就像	2635	3.98097098168	1521351
240	不愿	2629	4.53497150112	1523980
241	床上	2627	5.64467227771	1526607
242	老太	2611	4.75401686936	1529218
243	仍然	2599	7.55968262514	1531817
244	慢慢	2584	9.89915469768	1534401
245	同志	2584	7.75089451627	1536985
246	上海	2582	4.72691634269	1539567
247	之间	2580	6.18104266748	1542147
248	吃饭	2571	7.55463952906	1544718
249	头发	2542	4.70695603499	1547260
250	立刻	2538	9.07465733542	1549798
251	国人	2528	3.50137338776	1552326
252	刚才	2527	7.62482979096	1554853
253	老婆	2525	6.78547580535	1557378
254	跟着	2493	4.33434833339	1559871
255	容易	2485	10.3372642551	1562356
256	本来	2477	3.85670511706	1564833
257	汽车	2475	9.37615774054	1567308
258	无法	2462	6.71015476359	1569770
259	永远	2453	9.71651433374	1572223
260	并且	2414	8.44096911176	1574637
261	找到	2406	4.64874483466	1577043
262	进去	2406	4.28513135138	1579449
263	点儿	2405	4.27898585159	1581854
264	痛苦	2400	9.27425074871	1584254
265	不管	2376	3.8600819414	1586630
266	身边	2365	5.67813977521	1588995
267	结婚	2362	9.27089842048	1591357
268	十年	2361	5.2663134716	1593718
269	站起	2360	5.75640171743	1596078
270	医院	2358	9.3437307908	1598436
271	外面	2351	5.55400229168	1600787
272	除了	2351	4.6535514805	1603138
273	老头	2349	3.63833919456	1605487
274	明天	2345	4.55785115251	1607832
275	妻子	2339	6.23913681529	1610171
276	因此	2338	7.31434569309	1612509
277	走进	2337	5.33840617152	1614846
278	变成	2335	7.04167866678	1617181
279	走出	2328	3.78342774753	1619509
280	放在	2324	3.79502410638	1621833
281	青年	2322	6.72705044356	1624155
282	医生	2321	6.75819412011	1626476
283	这位	2320	4.01667342874	1628796
284	方面	2312	5.23476964669	1631108
285	名字	2305	8.22528954985	1633413
286	根本	2305	8.05426583296	1635718
287	目光	2304	7.73037659578	1638022
288	注意	2287	8.08525324692	1640309
289	队长	2286	6.37569333512	1642595
290	只好	2278	3.70443489085	1644873
291	很多	2274	4.68584434197	1647147
292	每天	2269	5.90169905374	1649416
293	房间	2250	6.79553937834	1651666
294	显得	2246	6.13930846848	1653912
295	故事	2241	7.17138074537	1656153
296	生命	2240	5.85965383446	1658393
297	以前	2239	4.70968478519	1660632
298	点头	2229	4.30390209816	1662861
299	屋里	2223	5.47207650213	1665084
300	时代	2221	5.7208761033	1667305
301	渐渐	2216	10.516259379	1669521
302	很快	2216	6.09804394664	1671737
303	一步	2213	3.56690709367	1673950
304	太阳	2202	7.72243061028	1676152
305	决定	2192	8.21468172411	1678344
306	常常	2179	6.8490959996	1680523
307	继续	2178	11.7588972102	1682701
308	走过	2172	3.78122059638	1684873
309	媳妇	2164	11.4137804854	1687037
310	肯定	2163	8.83259050257	1689200
311	爱情	2155	5.86010903558	1691355
312	眼泪	2154	7.42873095118	1693509
313	鬼子	2152	5.72616166251	1695661
314	哪儿	2135	5.73063278853	1697796
315	留下	2132	5.94871270989	1699928
316	机会	2120	5.87979443274	1702048
317	能够	2106	7.12586652054	1704154
318	眼前	2105	4.91029738397	1706259
319	并没	2088	5.22835094491	1708347
320	革命	2084	9.91485645177	1710431
321	结果	2077	8.05011519718	1712508
322	三十	2071	5.66619008853	1714579
323	变得	2064	5.31741237681	1716643
324	后面	2063	4.12285150737	1718706
325	发出	2055	3.89406872558	1720761
326	父母	2052	7.73646168734	1722813
327	公室	2050	8.06803468947	1724863
328	无论	2018	7.47659685729	1726881
329	感情	2012	5.6678613696	1728893
330	思想	2002	5.55108277714	1730895
331	旁边	2000	7.97846335813	1732895
332	敌人	1996	5.95009940013	1734891
333	成为	1995	4.41360460973	1736886
334	真正	1989	5.68386908496	1738875
335	打开	1980	4.93056449066	1740855
336	多年	1979	4.34782640366	1742834
337	土司	1975	8.87389464733	1744809
338	简直	1969	8.85877449464	1746778
339	微笑	1963	7.45879973587	1748741
340	这件	1958	4.3435868912	1750699
341	几年	1946	4.8244148378	1752645
342	房里	1944	4.4325652534	1754589
343	亦铭	1935	12.291046677	1756524
344	心中	1932	3.63174188025	1758456
345	经过	1924	3.96851096277	1760380
346	经理	1922	6.04746365093	1762302
347	如今	1917	6.55664627032	1764219
348	记得	1917	4.72523761204	1766136
349	前面	1916	4.58473172448	1768052
350	个男	1912	3.98613864834	1769964
351	奶奶	1911	10.3270114383	1771875
352	重要	1910	4.83229730605	1773785
353	下午	1909	6.42853315053	1775694
354	漂亮	1907	10.67697003	1777601
355	大概	1904	7.22230046286	1779505
356	城市	1899	8.87271871342	1781404
357	坐下	1897	4.80094130366	1783301
358	难道	1896	5.48328904574	1785197
359	要求	1887	6.04058470458	1787084
360	郑亦	1884	11.0116292372	1788968
361	直到	1884	4.25795652786	1790852
362	脑袋	1882	10.1493334203	1792734
363	答应	1875	8.415666264	1794609
364	中间	1867	4.80165516696	1796476
365	整个	1861	5.01229659868	1798337
366	意识	1850	7.03838869514	1800187
367	文化	1826	7.80548264248	1802013
368	干什	1819	5.22964524206	1803832
369	尽管	1816	8.82614595164	1805648
370	二天	1808	4.41783607408	1807456
371	事儿	1808	3.58618290832	1809264
372	定要	1805	4.40082279014	1811069
373	幸福	1803	10.2585731212	1812872
374	一段	1802	4.44627653362	1814674
375	爷爷	1789	8.12987498666	1816463
376	在床	1783	4.6184641392	1818246
377	哥哥	1782	8.64079553065	1820028
378	不错	1780	4.23328586864	1821808
379	街上	1777	5.29469143026	1823585
380	人物	1776	4.58409232895	1825361
381	肚子	1765	6.51684874749	1827126
382	必须	1763	10.7760644954	1828889
383	可怜	1762	7.85914937801	1830651
384	作为	1757	4.35868084321	1832408
385	见过	1754	3.67192309626	1834162
386	沉默	1752	9.43986207714	1835914
387	充满	1743	9.32504467795	1837657
388	姐姐	1739	7.99855584049	1839396
389	来越	1738	4.46163022581	1841134
390	越来	1731	4.45580786836	1842865
391	桌上	1724	5.37620940605	1844589
392	么办	1723	4.80634873287	1846312
